"code","name_it","name_en","parent_code","level","classification_system"
"68.32","Altre attività immobiliari per conto terzi","Other real estate activities on a fee or contract basis","68.3","4","NACE"
"69.10","Attività legali, giuridiche e notarili","Legal activities","69.1","4","NACE"
"69.20","Attività di contabilità, controllo e revisione contabile; consulenza fiscale","Accounting, bookkeeping and auditing activities; tax consultancy","69.2","4","NACE"
"70.10","Attività di sedi centrali","Activities of head offices","70.1","4","NACE"
"70.20","Consulenza imprenditoriale e altre attività di consulenza gestionale","Business and other management consultancy activities","70.2","4","NACE"
"71.11","Attività di architettura","Architectural activities","71.1","4","NACE"
"71.12","Attività di ingegneria e altre consulenze tecniche connesse","Engineering activities and related technical consultancy","71.1","4","NACE"
"71.20","Collaudi e analisi tecniche","Technical testing and analysis","71.2","4","NACE"
"72.10","Ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria","Research and experimental development on natural sciences and engineering","72.1","4","NACE"
"72.20","Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche","Research and experimental development on social sciences and humanities","72.2","4","NACE"
"73.11","Attività di agenzie pubblicitarie","Activities of advertising agencies","73.1","4","NACE"
"73.12","Attività di concessionarie pubblicitarie","Media representation","73.1","4","NACE"
"73.20","Ricerche di mercato e sondaggi di opinione","Market research and public opinion polling","73.2","4","NACE"
"73.30","Pubbliche relazioni e comunicazione","Public relations and communication activities","73.3","4","NACE"
"74.11","Attività di progettazione di prodotti industriali e di moda","Industrial product and fashion design activities","74.1","4","NACE"
"74.12","Attività di progettazione grafica e di comunicazione visiva","Graphic design and visual communication activities","74.1","4","NACE"
"74.13","Attività di progettazione di interni","Interior design activities","74.1","4","NACE"
"74.14","Altre attività di progettazione specializzata","Other specialised design activities","74.1","4","NACE"
"74.20","Attività fotografiche","Photographic activities","74.2","4","NACE"
"74.30","Attività di traduzione e interpretariato","Translation and interpretation activities","74.3","4","NACE"
"74.91","Attività di servizi di intermediazione e marketing di brevetti","Patent brokering and marketing service activities","74.9","4","NACE"
"74.99","Tutte le altre attività professionali, scientifiche e tecniche n.c.a.","All other professional, scientific and technical activities n.e.c.","74.9","4","NACE"
"75.00","Servizi veterinari","Veterinary activities","75.0","4","NACE"
"77.11","Noleggio e leasing operativo di automobili e autoveicoli leggeri","Rental and leasing of cars and light motor vehicles","77.1","4","NACE"
"77.12","Noleggio e leasing operativo di autocarri","Rental and leasing of trucks","77.1","4","NACE"
"77.21","Noleggio e leasing operativo di attrezzature e articoli sportivi e ricreativi","Rental and leasing of recreational and sports goods","77.2","4","NACE"
"77.22","Noleggio e leasing operativo di altri beni per uso personale e per la casa","Rental and leasing of other personal and household goods","77.2","4","NACE"
"77.31","Noleggio e leasing operativo di macchine e attrezzature agricole","Rental and leasing of agricultural machinery and equipment","77.3","4","NACE"
"77.32","Noleggio e leasing operativo di macchine e attrezzature per lavori edili e di ingegneria civile","Rental and leasing of construction and civil engineering machinery and equipment","77.3","4","NACE"
"77.33","Noleggio e leasing operativo di macchine, attrezzature e computer per ufficio","Rental and leasing of office machinery, equipment and computers","77.3","4","NACE"
"77.34","Noleggio e leasing operativo di mezzi di trasporto marittimi, fluviali e lacustri","Rental and leasing of water transport equipment","77.3","4","NACE"
"77.35","Noleggio e leasing operativo di mezzi di trasporto aereo","Rental and leasing of air transport equipment","77.3","4","NACE"
"77.39","Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali n.c.a.","Rental and leasing of other machinery, equipment and tangible goods n.e.c.","77.3","4","NACE"
"77.40","Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore","Leasing of intellectual property and similar products, except copyrighted works","77.4","4","NACE"
"77.51","Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi","Intermediation service activities for rental and leasing of cars, motorhomes and trailers","77.5","4","NACE"
"77.52","Attività di servizi di intermediazione per il noleggio e il leasing operativo di altri beni materiali e beni immateriali non finanziari","Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets","77.5","4","NACE"
"78.10","Attività di agenzie di collocamento","Activities of employment placement agencies","78.1","4","NACE"
"78.20","Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane","Temporary employment agency activities and other human resource provisions","78.2","4","NACE"
"79.11","Attività di agenzie di viaggio","Travel agency activities","79.1","4","NACE"
"79.12","Attività di tour operator","Tour operator activities","79.1","4","NACE"
"79.90","Altri servizi di prenotazione e attività connesse","Other reservation service and related activities","79.9","4","NACE"
"80.01","Attività di investigazione e vigilanza privata","Investigation and private security activities","80.0","4","NACE"
"80.09","Attività di vigilanza n.c.a.","Security activities n.e.c.","80.0","4","NACE"
"81.10","Attività di servizi integrati agli edifici","Combined facilities support activities","81.1","4","NACE"
"81.21","Attività di pulizia generale di edifici","General cleaning of buildings","81.2","4","NACE"
"81.22","Altre attività di pulizia di edifici e pulizia industriale","Other building and industrial cleaning activities","81.2","4","NACE"
"81.23","Altre attività di pulizia","Other cleaning activities","81.2","4","NACE"
"81.30","Attività di servizi per la cura del paesaggio","Landscape service activities","81.3","4","NACE"
"82.10","Attività amministrative e di supporto per le funzioni di ufficio","Office administrative and support activities","82.1","4","NACE"
"82.20","Attività dei call center","Activities of call centres","82.2","4","NACE"
"82.30","Organizzazione di convegni e fiere","Organisation of conventions and trade shows","82.3","4","NACE"
"82.40","Attività di servizi di intermediazione per servizi di supporto alle imprese n.c.a.","Intermediation service activities for business support service activities n.e.c.","82.4","4","NACE"
"82.91","Attività di recupero crediti, di informazioni commerciali e di rating","Activities of collection agencies and credit bureaus","82.9","4","NACE"
"82.92","Attività di imballaggio","Packaging activities","82.9","4","NACE"
"82.99","Altri servizi di supporto alle imprese n.c.a.","Other business support service activities n.e.c.","82.9","4","NACE"
"84.11","Attività generali di amministrazione pubblica","General public administration activities","84.1","4","NACE"
"84.12","Regolamentazione dei servizi di assistenza sanitaria, istruzione, servizi culturali e di altri servizi sociali","Regulation of health care, education, cultural services and other social services","84.1","4","NACE"
"84.13","Regolamentazione delle attività che contribuiscono a una più efficiente gestione delle attività economiche","Regulation of and contribution to more efficient operation of businesses","84.1","4","NACE"
"84.21","Affari esteri","Foreign affairs","84.2","4","NACE"
"84.22","Difesa nazionale","Defence activities","84.2","4","NACE"
"84.23","Giustizia e attività giudiziarie","Justice and judicial activities","84.2","4","NACE"
"84.24","Ordine pubblico e sicurezza nazionale","Public order and safety activities","84.2","4","NACE"
"84.25","Servizi antincendio","Fire service activities","84.2","4","NACE"
"84.30","Assicurazione sociale obbligatoria","Compulsory social security activities","84.3","4","NACE"
"85.10","Istruzione prescolastica","Pre-primary education","85.1","4","NACE"
"85.20","Istruzione primaria","Primary education","85.2","4","NACE"
"85.31","Istruzione secondaria di formazione generale","General secondary education","85.3","4","NACE"
"85.32","Istruzione secondaria professionale","Vocational secondary education","85.3","4","NACE"
"85.33","Istruzione post-secondaria non terziaria","Post-secondary non-tertiary education","85.3","4","NACE"
"85.40","Istruzione terziaria","Tertiary education","85.4","4","NACE"
"85.51","Formazione sportiva e ricreativa","Sports and recreation education","85.5","4","NACE"
"85.52","Formazione culturale","Cultural education","85.5","4","NACE"
"85.53","Attività di scuole guida","Driving school activities","85.5","4","NACE"
"85.59","Altri servizi di istruzione e formazione n.c.a.","Other education n.e.c.","85.5","4","NACE"
"85.61","Attività di servizi di intermediazione per corsi e tutor","Intermediation service activities for courses and tutors","85.6","4","NACE"
"85.69","Altri servizi di supporto all'istruzione e formazione n.c.a.","Educational support activities n.e.c.","85.6","4","NACE"
"86.10","Attività ospedaliere","Hospital activities","86.1","4","NACE"
"86.21","Attività di medicina generale","General medical practice activities","86.2","4","NACE"
"86.22","Attività di medicina specialistica","Medical specialists activities","86.2","4","NACE"
"86.23","Attività odontoiatriche","Dental practice care activities","86.2","4","NACE"
"86.91","Attività di diagnostica per immagini e di laboratorio medico","Diagnostic imaging services and medical laboratory activities","86.9","4","NACE"
"86.92","Trasporto di pazienti in ambulanza","Patient transportation by ambulance","86.9","4","NACE"
"86.93","Attività di psicologi e psicoterapeuti, esclusi i medici","Activities of psychologists and psychotherapists, except medical doctors","86.9","4","NACE"
"86.94","Attività infermieristiche e ostetriche","Nursing and midwifery activities","86.9","4","NACE"
"86.95","Attività di fisioterapia","Physiotherapy activities","86.9","4","NACE"
"86.96","Attività di medicine complementari e alternative","Traditional, complementary and alternative medicine activities","86.9","4","NACE"
"86.97","Attività di servizi di intermediazione per attività mediche, odontoiatriche e altri servizi per la salute umana","Intermediation service activities for medical, dental and other human health services","86.9","4","NACE"
"86.99","Altre attività per la salute umana n.c.a.","Other human health activities n.e.c.","86.9","4","NACE"
"87.10","Attività di assistenza infermieristica residenziale","Residential nursing care activities","87.1","4","NACE"
"87.20","Attività di assistenza residenziale per persone affette da disturbi mentali o abuso di sostanze","Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse","87.2","4","NACE"
"87.30","Attività di assistenza residenziale per anziani o persone con disabilità fisiche","Residential care activities for older persons or persons with physical disabilities","87.3","4","NACE"
"87.91","Attività di servizi di intermediazione per attività di assistenza residenziale","Intermediation service activities for residential care activities","87.9","4","NACE"
"87.99","Altre attività di assistenza residenziale n.c.a.","Other residential care activities n.e.c.","87.9","4","NACE"
"88.10","Attività di assistenza sociale non residenziale per anziani o persone con disabilità","Social work activities without accommodation for older persons or persons with disabilities","88.1","4","NACE"
"88.91","Attività di assistenza diurna per l'infanzia","Child day-care activities","88.9","4","NACE"
"88.99","Altre attività di assistenza sociale non residenziale n.c.a.","Other social work activities without accommodation n.e.c.","88.9","4","NACE"
"90.11","Attività di creazione letteraria e composizione musicale","Literary creation and musical composition activities","90.1","4","NACE"
"90.12","Attività di creazione di arti visive","Visual arts creation activities","90.1","4","NACE"
"90.13","Altre attività di creazione artistica","Other arts creation activities","90.1","4","NACE"
"90.20","Attività di arti performative e rappresentazioni artistiche","Activities of performing arts","90.2","4","NACE"
"90.31","Gestione di strutture e spazi per le arti","Operation of arts facilities and sites","90.3","4","NACE"
"90.39","Altre attività di supporto alle arti performative e alle rappresentazioni artistiche","Other support activities to arts and performing arts","90.3","4","NACE"
"91.11","Attività di biblioteche","Library activities","91.1","4","NACE"
"91.12","Attività di archivi","Archive activities","91.1","4","NACE"
"91.21","Attività di musei e collezioni","Museum and collection activities","91.2","4","NACE"
"91.22","Attività di luoghi e monumenti storici","Historical site and monument activities","91.2","4","NACE"
"91.30","Conservazione, restauro e altre attività di supporto al patrimonio culturale","Conservation, restoration and other support activities for cultural heritage","91.3","4","NACE"
"91.41","Attività di orti botanici e giardini zoologici","Botanical and zoological garden activities","91.4","4","NACE"
"91.42","Attività di riserve e parchi naturali","Nature reserve activities","91.4","4","NACE"
"92.00","Attività di scommesse, lotterie e altri giochi d'azzardo","Gambling and betting activities","92.0","4","NACE"
"93.11","Gestione di impianti sportivi","Operation of sports facilities","93.1","4","NACE"
"93.12","Attività dei club sportivi","Activities of sports clubs","93.1","4","NACE"
"93.13","Attività dei centri di fitness","Activities of fitness centres","93.1","4","NACE"
"93.19","Attività sportive n.c.a.","Sports activities n.e.c.","93.1","4","NACE"
"93.21","Attività dei parchi di divertimento e dei parchi tematici","Activities of amusement parks and theme parks","93.2","4","NACE"
"93.29","Attività di intrattenimento e divertimento n.c.a.","Amusement and recreation activities n.e.c.","93.2","4","NACE"
"94.11","Attività di organizzazioni di imprese e dei datori di lavoro","Activities of business and employers membership organisations","94.1","4","NACE"
"94.12","Attività delle organizzazioni professionali","Activities of professional membership organisations","94.1","4","NACE"
"94.20","Attività dei sindacati di lavoratori","Activities of trade unions","94.2","4","NACE"
"94.91","Attività delle organizzazioni religiose","Activities of religious organisations","94.9","4","NACE"
"94.92","Attività delle organizzazioni politiche","Activities of political organisations","94.9","4","NACE"
"94.99","Attività di altre organizzazioni associative n.c.a.","Activities of other membership organisations n.e.c.","94.9","4","NACE"
"95.10","Riparazione e manutenzione di computer e di apparecchiature per le comunicazioni","Repair and maintenance of computers and communication equipment","95.1","4","NACE"
"95.21","Riparazione e manutenzione di prodotti di elettronica di consumo","Repair and maintenance of consumer electronics","95.2","4","NACE"
"95.22","Riparazione e manutenzione di elettrodomestici e di articoli per la casa e il giardinaggio","Repair and maintenance of household appliances and home and garden equipment","95.2","4","NACE"
"95.23","Riparazione e manutenzione di calzature e articoli in pelle","Repair and maintenance of footwear and leather goods","95.2","4","NACE"
"95.24","Riparazione e manutenzione di mobili e di oggetti di arredamento per la casa","Repair and maintenance of furniture and home furnishings","95.2","4","NACE"
"95.25","Riparazione e manutenzione di orologi e gioielli","Repair and maintenance of watches, clocks and jewellery","95.2","4","NACE"
"95.29","Riparazione e manutenzione di beni per uso personale e per la casa n.c.a.","Repair and maintenance of personal and household goods n.e.c.","95.2","4","NACE"
"95.31","Riparazione e manutenzione di autoveicoli","Repair and maintenance of motor vehicles","95.3","4","NACE"
"95.32","Riparazione e manutenzione di motocicli","Repair and maintenance of motorcycles","95.3","4","NACE"
"95.40","Attività di servizi di intermediazione per la riparazione e la manutenzione di computer, beni per uso personale e per la casa, autoveicoli e motocicli","Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles","95.4","4","NACE"
"96.10","Servizi di lavaggio e pulitura di prodotti tessili e pellicce","Washing and cleaning of textile and fur products","96.1","4","NACE"
"96.21","Servizi di parrucchieri e barbieri","Hairdressing and barber activities","96.2","4","NACE"
"96.22","Servizi di cura della bellezza e altri trattamenti di bellezza","Beauty care and other beauty treatment activities","96.2","4","NACE"
"96.23","Servizi di centri benessere, sauna e bagno di vapore","Day spa, sauna and steam bath activities","96.2","4","NACE"
"96.30","Servizi funerari e attività connesse","Funeral and related activities","96.3","4","NACE"
"96.40","Attività di servizi di intermediazione per servizi alla persona","Intermediation service activities for personal services","96.4","4","NACE"
"96.91","Fornitura di servizi domestici","Provision of domestic personal service activities","96.9","4","NACE"
"96.99","Altre attività di servizi alla persona n.c.a.","Other personal service activities n.e.c.","96.9","4","NACE"
"97.00","Attività di famiglie e convivenze come datori di lavoro per personale domestico","Activities of households as employers of domestic personnel","97.0","4","NACE"
"98.10","Produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze","Undifferentiated goods-producing activities of private households for own use","98.1","4","NACE"
"98.20","Produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze","Undifferentiated service-producing activities of private households for own use","98.2","4","NACE"
"99.00","Attività di organizzazioni e organismi extraterritoriali","Activities of extraterritorial organisations and bodies","99.0","4","NACE"
"01.11.0","Coltivazione di cereali, legumi da granella e semi oleosi, escluso il riso","Growing of cereals, other than rice, leguminous crops and oil seeds","01.11","5","ATECO"
"01.12.0","Coltivazione di riso","Growing of rice","01.12","5","ATECO"
"01.13.1","Coltivazione di ortaggi e meloni","Growing of vegetables and melons","01.13","5","ATECO"
"01.13.2","Coltivazione di radici, incluse barbabietole da zucchero","Growing of roots, including sugar beet","01.13","5","ATECO"
"01.13.3","Coltivazione di tuberi, incluse patate","Growing of tubers, including potatoes","01.13","5","ATECO"
"01.14.0","Coltivazione di canna da zucchero","Growing of sugar cane","01.14","5","ATECO"
"01.15.0","Coltivazione di tabacco","Growing of tobacco","01.15","5","ATECO"
"01.16.0","Coltivazione di piante tessili","Growing of fibre crops","01.16","5","ATECO"
"01.19.1","Coltivazione di fiori","Growing of flowers","01.19","5","ATECO"
"01.19.9","Coltivazione di piante da foraggio e di altre colture agricole non permanenti n.c.a.","Growing of crops for fodder and of other non-perennial crops n.e.c.","01.19","5","ATECO"
"01.21.0","Coltivazione di uva","Growing of grapes","01.21","5","ATECO"
"01.22.0","Coltivazione di frutta di origine tropicale e subtropicale","Growing of tropical and subtropical fruits","01.22","5","ATECO"
"01.23.0","Coltivazione di agrumi","Growing of citrus fruits","01.23","5","ATECO"
"01.24.0","Coltivazione di pomacee e frutta a nocciolo","Growing of pome fruits and stone fruits","01.24","5","ATECO"
"01.25.0","Coltivazione di altri alberi da frutto, frutti di bosco e frutta in guscio","Growing of other tree and bush fruits and nuts","01.25","5","ATECO"
"01.26.0","Coltivazione di frutti oleosi","Growing of oleaginous fruits","01.26","5","ATECO"
"01.27.0","Coltivazione di piante per la produzione di bevande","Growing of beverage crops","01.27","5","ATECO"
"01.28.0","Coltivazione di spezie, piante aromatiche e farmaceutiche","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","5","ATECO"
"01.29.0","Coltivazione di altre colture agricole permanenti","Growing of other perennial crops","01.29","5","ATECO"
"01.30.0","Riproduzione delle piante","Plant propagation","01.30","5","ATECO"
"01.41.0","Allevamento di bovini da latte","Raising of dairy cattle","01.41","5","ATECO"
"01.42.0","Allevamento di altri bovini e bufalini","Raising of other cattle and buffaloes","01.42","5","ATECO"
"01.43.0","Allevamento di cavalli e altri equini","Raising of horses and other equines","01.43","5","ATECO"
"01.44.0","Allevamento di cammelli e camelidi","Raising of camels and camelids","01.44","5","ATECO"
"01.45.0","Allevamento di ovini e caprini","Raising of sheep and goats","01.45","5","ATECO"
"01.46.0","Allevamento di suini","Raising of swine and pigs","01.46","5","ATECO"
"01.47.0","Allevamento di pollame","Raising of poultry","01.47","5","ATECO"
"01.48.1","Allevamento di conigli","Raising of rabbits","01.48","5","ATECO"
"01.48.2","Allevamento di altri animali da pelliccia","Raising of other fur animals","01.48","5","ATECO"
"01.48.3","Apicoltura","Bee-keeping","01.48","5","ATECO"
"01.48.4","Bachicoltura","Sericulture","01.48","5","ATECO"
"01.48.9","Allevamento di altri animali n.c.a.","Raising of other animals n.e.c.","01.48","5","ATECO"
"01.50.0","Coltivazioni agricole associate all'allevamento di animali: attività mista","Mixed farming","01.50","5","ATECO"
"01.61.1","Manutenzione del terreno per mantenerlo in buone condizioni","Maintenance of land keeping it in good condition","01.61","5","ATECO"
"01.61.9","Attività di supporto alla produzione vegetale n.c.a.","Support activities for crop production n.e.c.","01.61","5","ATECO"
"01.62.0","Attività di supporto alla produzione animale","Support activities for animal production","01.62","5","ATECO"
"01.63.1","Attività successive alla raccolta","Post-harvest crop activities","01.63","5","ATECO"
"01.63.2","Lavorazione delle sementi per la semina","Seed processing for propagation","01.63","5","ATECO"
"01.70.0","Caccia, cattura di animali e servizi connessi","Hunting, trapping and related service activities","01.70","5","ATECO"
"02.10.0","Silvicoltura e altre attività forestali","Silviculture and other forestry activities","02.10","5","ATECO"
"02.20.0","Utilizzo di aree forestali","Logging","02.20","5","ATECO"
"02.30.0","Raccolta di prodotti selvatici non legnosi","Gathering of wild growing non-wood products","02.30","5","ATECO"
"02.40.0","Servizi di supporto per la silvicoltura","Support services to forestry","02.40","5","ATECO"
"03.11.0","Pesca marina","Marine fishing","03.11","5","ATECO"
"03.12.0","Pesca in acque dolci","Freshwater fishing","03.12","5","ATECO"
"03.21.0","Acquacoltura marina","Marine aquaculture","03.21","5","ATECO"
"03.22.0","Acquacoltura in acque dolci","Freshwater aquaculture","03.22","5","ATECO"
"03.30.0","Attività di supporto alla pesca e all'acquacoltura","Support activities for fishing and aquaculture","03.30","5","ATECO"
"05.10.0","Estrazione di antracite","Mining of hard coal","05.10","5","ATECO"
"05.20.0","Estrazione di lignite","Mining of lignite","05.20","5","ATECO"
"06.10.0","Estrazione di petrolio greggio","Extraction of crude petroleum","06.10","5","ATECO"
"06.20.0","Estrazione di gas naturale","Extraction of natural gas","06.20","5","ATECO"
"07.10.0","Estrazione di minerali metalliferi ferrosi","Mining of iron ores","07.10","5","ATECO"
"07.21.0","Estrazione di minerali di uranio e torio","Mining of uranium and thorium ores","07.21","5","ATECO"
"07.29.0","Estrazione di altri minerali metalliferi non ferrosi","Mining of other non-ferrous metal ores","07.29","5","ATECO"
"08.11.0","Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Quarrying of ornamental stone, limestone, gypsum, slate and other stone","08.11","5","ATECO"
"08.12.0","Estrazione di ghiaia, sabbia, argilla e caolino","Operation of gravel and sand pits and mining of clay and kaolin","08.12","5","ATECO"
"08.91.0","Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","Mining of chemical and fertiliser minerals","08.91","5","ATECO"
"08.92.0","Estrazione di torba","Extraction of peat","08.92","5","ATECO"
"08.93.0","Estrazione di sale","Extraction of salt","08.93","5","ATECO"
"08.99.0","Altre attività estrattive n.c.a.","Other mining and quarrying n.e.c.","08.99","5","ATECO"
"09.10.0","Attività di supporto all'estrazione di petrolio e gas naturale","Support activities for petroleum and natural gas extraction","09.10","5","ATECO"
"09.90.0","Attività di supporto ad altre attività estrattive","Support activities for other mining and quarrying","09.90","5","ATECO"
"10.11.0","Lavorazione e conservazione di carne, esclusa la carne di volatili","Processing and preserving of meat, except of poultry meat","10.11","5","ATECO"
"10.12.0","Lavorazione e conservazione di carne di volatili","Processing and preserving of poultry meat","10.12","5","ATECO"
"10.13.0","Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili","Production of meat and poultry meat products","10.13","5","ATECO"
"10.20.0","Lavorazione e conservazione di pesce, crostacei e molluschi","Processing and preserving of fish, crustaceans and molluscs","10.20","5","ATECO"
"10.31.0","Lavorazione e conservazione di patate","Processing and preserving of potatoes","10.31","5","ATECO"
"10.32.0","Produzione di succhi a base di frutta e ortaggi","Manufacture of fruit and vegetable juice","10.32","5","ATECO"
"10.39.0","Altre attività di lavorazione e conservazione di frutta e ortaggi","Other processing and preserving of fruit and vegetables","10.39","5","ATECO"
"10.41.1","Produzione di olio di oliva","Manufacture of olive oil","10.41","5","ATECO"
"10.41.2","Produzione di altri oli vegetali","Manufacture of vegetable oils, other than olive oil","10.41","5","ATECO"
"10.41.3","Produzione di oli e grassi animali","Manufacture of animal oils and fats","10.41","5","ATECO"
"10.42.0","Produzione di margarina e di grassi alimentari simili","Manufacture of margarine and similar edible fats","10.42","5","ATECO"
"10.51.1","Trattamento igienico del latte","Processing of liquid milk","10.51","5","ATECO"
"10.51.2","Produzione di derivati del latte","Manufacture of other dairy products","10.51","5","ATECO"
"10.52.0","Produzione di gelati","Manufacture of ice cream and other edible ice","10.52","5","ATECO"
"10.61.1","Lavorazione di frumento e altri cereali","Wheat and grain milling","10.61","5","ATECO"
"10.61.2","Lavorazione del riso","Rice milling","10.61","5","ATECO"
"10.61.9","Lavorazioni di altre granaglie","Manufacture of other grain mill products","10.61","5","ATECO"
"10.62.0","Produzione di amidi e di prodotti amidacei","Manufacture of starches and starch products","10.62","5","ATECO"
"10.71.1","Produzione di pane e prodotti di panetteria simili","Manufacture of bread and similar products","10.71","5","ATECO"
"10.71.2","Produzione di prodotti di pasticceria freschi","Manufacture of fresh pastry goods and cakes","10.71","5","ATECO"
"10.72.0","Produzione di fette biscottate, biscotti, prodotti di pasticceria conservati","Manufacture of rusks, biscuits, preserved pastries and cakes","10.72","5","ATECO"
"10.73.0","Produzione di prodotti farinacei","Manufacture of farinaceous products","10.73","5","ATECO"
"10.81.0","Produzione di zucchero","Manufacture of sugar","10.81","5","ATECO"
"10.82.0","Produzione di cacao, cioccolato, caramelle e confetterie","Manufacture of cocoa, chocolate and sugar confectionery","10.82","5","ATECO"
"10.83.0","Lavorazione di tè e caffè","Processing of tea and coffee","10.83","5","ATECO"
"10.84.0","Produzione di condimenti e spezie","Manufacture of condiments and seasonings","10.84","5","ATECO"
"10.85.0","Produzione di pasti e piatti preparati","Manufacture of prepared meals and dishes","10.85","5","ATECO"
"10.86.0","Produzione di preparati omogeneizzati e di alimenti dietetici","Manufacture of homogenised food preparations and dietetic food","10.86","5","ATECO"
"10.89.0","Produzione di altri prodotti alimentari n.c.a.","Manufacture of other food products n.e.c.","10.89","5","ATECO"
"10.91.0","Produzione di mangimi per l'alimentazione degli animali da allevamento","Manufacture of prepared feeds for farm animals","10.91","5","ATECO"
"10.92.0","Produzione di prodotti per l'alimentazione degli animali da compagnia","Manufacture of prepared pet foods","10.92","5","ATECO"
"11.01.0","Distillazione, rettifica e miscelatura di alcolici","Distilling, rectifying and blending of spirits","11.01","5","ATECO"
"11.02.1","Produzione di vini, esclusi vini spumanti e altri vini speciali","Manufacture of wine of fresh grapes, other than sparkling wine and other special wines","11.02","5","ATECO"
"11.02.2","Produzione di vini spumanti e altri vini speciali","Manufacture of sparkling wine and other special wines","11.02","5","ATECO"
"11.03.0","Produzione di sidro e di altre bevande fermentate a base di frutta","Manufacture of cider and other fermented fruit beverages","11.03","5","ATECO"
"11.04.0","Produzione di altre bevande fermentate non distillate","Manufacture of other non-distilled fermented beverages","11.04","5","ATECO"
"11.05.0","Produzione di birra","Manufacture of beer","11.05","5","ATECO"
"11.06.0","Produzione di malto","Manufacture of malt","11.06","5","ATECO"
"11.07.0","Produzione di bibite analcoliche e di acque in bottiglia","Manufacture of soft drinks and bottled waters","11.07","5","ATECO"
"12.00.0","Produzione di prodotti del tabacco","Manufacture of tobacco products","12.00","5","ATECO"
"13.10.0","Preparazione e filatura di fibre tessili","Preparation and spinning of textile fibres","13.10","5","ATECO"
"13.20.0","Tessitura","Weaving of textiles","13.20","5","ATECO"
"13.30.0","Finissaggio dei tessili","Finishing of textiles","13.30","5","ATECO"
"13.91.0","Fabbricazione di tessuti a maglia e all'uncinetto","Manufacture of knitted and crocheted fabrics","13.91","5","ATECO"
"13.92.1","Fabbricazione di tessili per la casa","Manufacture of made-up household textiles articles","13.92","5","ATECO"
"13.92.2","Fabbricazione di tessili per l'arredo","Manufacture of made-up furnishing articles","13.92","5","ATECO"
"13.93.0","Fabbricazione di tappeti e moquette","Manufacture of carpets and rugs","13.93","5","ATECO"
"13.94.0","Fabbricazione di spago, corde, funi e reti","Manufacture of cordage, rope, twine and netting","13.94","5","ATECO"
"13.95.0","Fabbricazione di tessuti non-tessuti e di articoli in tessuto non-tessuto","Manufacture of non-wovens and non-woven articles","13.95","5","ATECO"
"13.96.0","Fabbricazione di altri tessuti per uso tecnico e industriale","Manufacture of other technical and industrial textiles","13.96","5","ATECO"
"13.99.1","Fabbricazione di ricami, tulle, pizzi e merletti","Manufacture of tulles, lace and embroidery","13.99","5","ATECO"
"13.99.9","Fabbricazione di feltro e altri prodotti tessili diversi n.c.a.","Manufacture of felt and other various textile articles n.e.c.","13.99","5","ATECO"
"14.10.1","Fabbricazione di articoli di calzetteria a maglia e all'uncinetto","Manufacture of knitted and crocheted hosiery","14.10","5","ATECO"
"14.10.2","Fabbricazione di maglioni e altri articoli a maglia e all'uncinetto","Manufacture of pullovers, cardigans and other knitted and crocheted articles","14.10","5","ATECO"
"14.21.1","Fabbricazione in serie di abbigliamento esterno","Mass-manufacture of outerwear","14.21","5","ATECO"
"14.21.2","Sartoria e confezione su misura di abbigliamento esterno","Custom tailoring of outwear","14.21","5","ATECO"
"14.22.0","Fabbricazione di biancheria intima","Manufacture of underwear","14.22","5","ATECO"
"14.23.0","Fabbricazione di indumenti da lavoro","Manufacture of workwear","14.23","5","ATECO"
"14.24.0","Fabbricazione di abbigliamento in pelle e in pelliccia","Manufacture of leather clothes and fur apparel","14.24","5","ATECO"
"14.29.0","Fabbricazione di altri articoli di abbigliamento e accessori n.c.a.","Manufacture of other wearing apparel and accessories n.e.c.","14.29","5","ATECO"
"15.11.0","Concia, tintura e rifinizione di pelli, cuoi e pellicce","Tanning, dressing, dyeing of leather and fur","15.11","5","ATECO"
"15.12.0","Fabbricazione di articoli da viaggio, borse, pelletteria e selleria di qualsiasi materiale","Manufacture of luggage, handbags, saddlery and harness of any material","15.12","5","ATECO"
"15.20.1","Fabbricazione di calzature, escluse parti in cuoio per calzature","Manufacture of footwear, other than leather parts of footwear","15.20","5","ATECO"
"15.20.2","Fabbricazione di parti in cuoio per calzature","Manufacture of leather parts of footwear","15.20","5","ATECO"
"16.11.0","Taglio e piallatura del legno","Sawmilling and planing of wood","16.11","5","ATECO"
